movieId,title_cast,director,plot_keywords,genres,title,year
64424,PatrickDuffy LindaGray LarryHagman MichelleJohnson SteveKanaly,michaelpreece,family character name in title five word title tv series reunion third part,Drama,Dallas: War of the Ewings (1998),1998
64427,MichaelRubbo BillBrowning JonathanBate JohnMichell MarkRylance,michaelrubbo,william shakespeare character christopher marlowe character pipe organ river thames,Documentary,Much Ado About Something (2001),2001
64497,KeanuReeves JenniferConnelly KathyBates JadenSmith JohnCleese,davidscarpa,psychotronic film alien military earth,Drama Sci-Fi Thriller IMAX,"Day the Earth Stood Still, The (2008)",2008
64499,JuliaOrmond BenicioDelToro OscarIsaac PabloGuevara FranklinDíaz,peterbuchman,character name as title che guevara character fidel castro character raul castro character,Drama War,Che: Part One (2008),2008
64501,DemiánBichir RodrigoSantoro BenicioDelToro CatalinaSandinoMoreno MaríaD.Sosa,peterbuchman,character name as title che guevara character fidel castro character raul castro character,Drama War,Che: Part Two (2008),2008
64511,JeremyNortham SamNeill BryanBrown PeterO'Toole JudyParfitt,alansharp,club the organization equestrian pet owner relationship elderly man,Comedy Drama,Dean Spanley (2008),2008
64517,nan,nan,nan,Crime Drama,I Am the Law (1938),1938
64519,nan,nan,nan,Crime Drama Film-Noir,Boomerang (1947),1947
64522,nan,nan,nan,Drama,Patterns (1956),1956
64524,AlfredMolina ElizabethPeña FreddyRodríguez LuisGuzmán JayHernandez,alisonswan,christmas city christmas decorations gingerbread house,Comedy Drama Romance,Nothing Like the Holidays (2008),2008
64548,nan,nan,nan,Horror Musical,"Climax, The (1944)",1944
64550,nan,nan,nan,Horror,"Strange Door, The (1951)",1951
64552,TsillaChelton DeryaAlabora OnurÜnsal ÖvülAvkiran OsmanSonant,semakaygusuz,f rated istanbul turkey lost communication family abandonment,Drama,Pandora's Box (Pandora'nin kutusu) (2008),2008
64575,MerylStreep PhilipSeymourHoffman AmyAdams ViolaDavis AliceDrummond,johnpatrickshanley,priest student nun boy,Drama Mystery,Doubt (2008),2008
64614,ClintEastwood ChristopherCarley BeeVang AhneyHer BrianHaley,nickschenk,gang widower teenager street gang,Crime Drama,Gran Torino (2008),2008
64620,FrankLangella MichaelSheen SamRockwell KevinBacon MatthewMacfadyen,richardnixon,interview watergate 1970s scandal,Drama,Frost/Nixon (2008),2008
64622,RalphFiennes JeanetteHain DavidKross KateWinslet SusanneLothar,davidhare,war crime trial secret sex with a minor,Drama Romance,"Reader, The (2008)",2008
64645,nan,nan,nan,Action Adventure Comedy Crime Drama,The Wrecking Crew (1968),1968
64650,ShahRukhKhan AnushkaSharma VinayPathak M.K.Raina ManmeetSingh,adityachopra,marriage disguise dancing local blockbuster,Comedy Drama Musical Romance,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi) (2008)",2008
64652,FreddiePrinzeJr. ChrisKattan JenniferLoveHewitt AnneBancroft ValKilmer,jasonmaurer,character name as title pulled from theater villainess surrealism,Adventure Animation Comedy Fantasy Romance,Delgo (2008),2008
64658,MélanieLaurent ÉricCaravaca GillesLellouche JonathanZaccaï LaurenceCôte,alfredlot,police detective taxidermy animal ransom,Crime Mystery Thriller,"Chamber of Death (Chambre des morts, La) (2007)",2007
64660,AlexvanWarmerdam ArianeSchluter JaapSpijkers MarkRietman TheklaReuten,alexvanwarmerdam,flames sexy woman male frontal nudity male rear nudity,Comedy,Waiter (Ober) (2006),2006
64695,TomoyaNagase YuriChinen KôichiYamadera AkioÔtsuka UnshôIshizuka,fumihikotakayama,little boy straw hat rope sword,Action Adventure Animation,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),2007
64701,KristinScottThomas ElsaZylberstein SergeHazanavicius LaurentGrévill FrédéricPierrot,philippeclaudel,murder of a child child death of a child reading a newspaper,Drama Mystery,I've Loved You So Long (Il y a longtemps que je t'aime) (2008),2008
64704,HansTeeuwen KimvanKooten DijnBlom PeerMascini NajibAmhali,lodewijkcrijns,female explicit nudity male frontal nudity male nudity cult,Comedy,Jesus Is a Palestinian (Jezus is een Palestijn) (1999),1999
64716,WillSmith RosarioDawson WoodyHarrelson MichaelEaly BarryPepper,grantnieporte,redemption weak heart heart patient flashback,Drama,Seven Pounds (2008),2008
64750,nan,nan,nan,Horror,Pin... (1988),1988
64754,SergejTrifunovic GenoLechner PeterGevisser DidierFlamand MarioPadula,vladannikolic,new york hotel policeman police officer,Crime Drama Thriller,Love (2005),2005
64784,nan,nan,nan,Drama Romance,"Animal Kingdom, The (1932)",1932
64839,MickeyRourke MarisaTomei EvanRachelWood MarkMargolis ToddBarry,robertsiegel,stripper professional wrestler new jersey father daughter relationship,Drama,"Wrestler, The (2008)",2008
64845,EmilyWatson DermotMulroney HughThompson KrystalHopeNausbaum RobStewart,johnpielmeier,twin nurse down syndrome truck driver,Drama,"Memory Keeper's Daughter, The (2008)",2008
64895,nan,nan,nan,Comedy Crime,"Little Giant, The (1933)",1933
64897,nan,nan,nan,Drama,Mr. Wu (1927),1927
64918,KristinScottThomas DanielAuteuil PascaleBussières LudivineSagnier JeanYanne,seefullsummary,nan,Drama Romance,Small Cuts (Petites coupures) (2003),2003
64921,nan,nan,nan,Action Adventure,Arabian Nights (1942),1942
64923,nan,nan,nan,Crime Drama,"Blackbird, The (1926)",1926
64930,nan,nan,nan,Comedy Romance,"More the Merrier, The (1943)",1943
64942,NanYu Ba'toer Sen'ge Bao'lier Bao'erku,weilu,mongolia rural setting family relationships wife longs for husband,Drama Romance,Tuya's Marriage (Tuya de hun shi) (2006),2006
64944,nan,nan,nan,Western,Face of a Fugitive (1959),1959
64957,CateBlanchett BradPitt JuliaOrmond FauneChambersWatkins EliasKoteas,ericroth,premature aging aging lingerie slip older man younger woman relationship,Drama Fantasy Mystery Romance,"Curious Case of Benjamin Button, The (2008)",2008
64969,JimCarrey ZooeyDeschanel BradleyCooper JohnMichaelHiggins RhysDarby,nicholasstoller,dvd the beatles song music gig character appears on tv,Comedy,Yes Man (2008),2008
64976,AryeGross ClaudiaChristian AdrienneShelly RayBaker R.LeeErmey,alanspencer,female nudity detective model lust,Comedy,Hexed (1993),1993
64979,WendoKolosoy MbingaKabata AntoineMoundanda JosephMunange MukubueleNzoku,jacquessarasin,nan,Documentary Musical,On the Rumba River (On the Rhumba River) (2007),2007
64983,TomCruise KennethBranagh BillNighy TomWilkinson CaricevanHouten,bryansinger,nazi conspiracy nazi germany nazis,Drama Thriller War,Valkyrie (2008),2008
64986,MatthewPerry BenFoster GinniferGoodwin LaurenGraham ZoëKravitz,elysefriedman,neighbor tenure wedding photograph slip and fall,Comedy Drama,Birds of America (2008),2008
64990,JoanBaez JohnnyCash BillClinton BobDylan RonnieGilbert,joanbaez,activist stalinist union sloop,Documentary,Pete Seeger: The Power of Song (2007),2007
64993,KenjiMizuhashi YoshimiKondou SatomiHanamura AyakaOnoue RisaMizuno,makotoshinkai,nostalgia friendship cell phone classroom,Animation Drama Romance,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),2007
64997,C.ThomasHowell RhettGiles AndrewLauer TinarievanWykLoots JakeBusey,h.g.wells,alien topless female nudity breasts search for family,Action Sci-Fi,War of the Worlds (2005),2005
65001,LievSchreiber PhilipBosco NatashaRichardson EliWallach DanielBerrigan,jamescarroll,reenactment christianity evangelical christianity christian hypocracy,Documentary,Constantine's Sword (2007),2007
65011,VojinCetkovic KatarinaRadivojevic DraganNikolic MilenaDravic RadmilaZivkovic,vojincetkovic,character name as title two word title kidnapping wedding,Comedy Drama,Zona Zamfirova (2002),2002
65025,nan,nan,nan,Comedy Musical,Double Dynamite (1951),1951
65027,nan,nan,nan,Comedy Mystery,"Death Kiss, The (1933)",1933
65033,nan,shaneking,girl rock 'n' roll band camp,Documentary,Girls Rock! (2007),2007
65037,MarijkePinoy GregTimmermans CesarDeSutter GillesDeSchryver BavoSmets,nicbalthazar,faked death bullying imaginary friend faked suicide,Drama,Ben X (2007),2007
65051,SeannWilliamScott GretchenMol DeirdreO'Connell KevinConway JeffGarlin,todharrisonwilliams,bare chested male sex scene learning disability jobless,Comedy Drama,American Loser (Trainwreck: My Life as an Idiot) (2007),2007
65063,JerryJohansson HampusJohansson GeorgiStaykov Ann-SofieNurmi FrederikNilsson,hansgunnarsson,father ping pong alcoholic younger brother,Drama,"King of Ping Pong, The (Ping-pongkingen) (2008)",2008
65078,nan,nan,nan,Drama Romance,Jane Austen in Manhattan (1980),1980
65088,AdamSandler KeriRussell GuyPearce RussellBrand RichardGriffiths,mattlopez,surrealism narrated by character 2000s 21st century,Adventure Children Comedy,Bedtime Stories (2008),2008
65091,nan,nan,nan,Crime Drama Romance,Manhattan Melodrama (1934),1934
65111,AdamScott KarlWiedergott MarkPhinney PaulRudd JoshuaLeonard,seanmcginly,juilliard school makeup television program watching television,Comedy Drama Thriller,Two Days (2003),2003
65126,KathrynAlexander TeodorinaBello KateBlumberg JonahBobo WilliBurke,clarkgregg,sex addict sex in airplane falling asleep during sex sex scene,Comedy Drama,Choke (2008),2008
65130,KateWinslet LeonardoDiCaprio ChristopherFitzgerald JonathanRoumie NealBledsoe,justinhaythe,unhappy love abortion beach shower,Drama Romance,Revolutionary Road (2008),2008
65133,RowanAtkinson TonyRobinson StephenFry HughLaurie TimMcInnerny,richardcurtis,time machine black adder time travel comedy time travel,Comedy,Blackadder Back & Forth (1999),1999
65142,KoenDeBouw FilipPeeters MatthiasSchoenaerts BrunoVandenBroecke KoenDeGraeve,bartdepauw,cfnm cfnm scene loft friend,Crime Drama Mystery,Loft (2008),2008
65155,MatthewMcConaughey AlexieGilmore JeffreyNordling WoodyHarrelson ZacharyKnighton,s.r.bindler,surfing public nudity blonde breasts,Comedy,"Surfer, Dude (2008)",2008
65181,AlanRickman BryanGreenberg ShawnHatosy MarySteenburgen BillPullman,jodysavin,ransom revenge plant male teacher female student affair,Comedy Crime Drama Thriller,Nobel Son (2007),2007
65188,KurtKuenne AndrewBagby DavidBagby KathleenBagby ShirleyTurner,kurtkuenne,biting fingernails loss of grandson filicide loss of son,Documentary,Dear Zachary: A Letter to a Son About His Father (2008),2008
65193,EmmaRoberts LexiAinsworth ShelbyYoung JohnnyPacar AidanQuinn,lucydahl,short dress mini dress boarding school new girl,Drama Romance,Wild Child (2008),2008
65204,nan,nan,nan,Action Adventure Fantasy Sci-Fi,Chandu the Magician (1932),1932
65216,DanielCraig LievSchreiber JamieBell AlexaDavalos AllanCorduner,claytonfrohman,partisan hiding polish jew anti semitism,Drama Thriller War,Defiance (2008),2008
65225,JacqueFresco RoxanneMeadows JohnPerkins GeorgeCarlin JidduKrishnamurti,peterjoseph,government corruption counterfeit money monetary crisis problem solving,Documentary,Zeitgeist: Addendum (2008),2008
65227,nan,nan,nan,Comedy,Dr. Jack (1922),1922
65230,OwenWilson JenniferAniston EricDane KathleenTurner AlanArkin,scottfrank,loss of pet canadian dog canine animal,Comedy Drama,Marley & Me (2008),2008
65235,NicolasCazalé ClotildeHesme DanielDuval JeanneGoupil StéphanGuérin-Tillié,ericguirado,village hospital grocer countryside,Drama Romance,"Grocer's Son, The (Fils de l'épicier, Le) (2007)",2007
65238,nan,nan,nan,Crime Drama Film-Noir,Decoy (1946),1946
65243,PetteriSummanen JenniBanerjee IrinaBjörklund IsmoKallio LenaMeriläinen,jukka-pekkasiili,jumping off a roof nail gun doctor coma,Mystery Thriller,Blackout (2008),2008
65259,VillmarBjörkman LinneaCart-Lamy LeifEdlund SaraEriksson LolaEwerlund,erikhemmendorff,reference to anton chekhov sweden thong toilet,Drama,Involuntary (De ofrivilliga) (2008),2008
65261,TomokoYamaguchi KazushigeNagashima YûkiAmami GeorgeTokoro YuriaNara,hayaomiyazaki,studio ghibli sea goddess magical realism tsunami,Adventure Animation Children Fantasy,Ponyo (Gake no ue no Ponyo) (2008),2008
65263,nan,nan,nan,Comedy,High and Dizzy (1920),1920
65267,nan,nan,nan,Comedy,Now or Never (1921),1921
65277,nan,nan,nan,Comedy Western,"Good Guys and the Bad Guys, The (1969)",1969
65288,nan,nan,nan,Drama Romance,Six in Paris (Paris vu par...) (1965),1965
65290,AlanBell PhilLancaster MadelaineDrohan RobertYoungPelton PeterSinger,jasonbourque,nan,Documentary War,Shadow Company (2006),2006
65293,nan,nan,nan,Comedy Drama Mystery,Satan Met a Lady (1936),1936
65300,RobertEnglund TrevorMatthews DanielKash DavidFox DeanHawes,jonknautz,canadian horror forest backwood slasher demon,Action Comedy Horror,Jack Brooks: Monster Slayer (2007),2007
65304,SylvieTestud Jean-PierreMarielle JamesThierrée AgatheDronne ChristianeMillet,laurentdebartillat,research student painting art history,Drama Mystery Thriller,Ce que mes yeux ont vu (2007),2007
65310,JasonYachanin KateGraham AllysonSereboff RobinL.Watkins JoshuaOlatunde,gabrielfriedman,castration indian burial ground fast food zombie,Comedy Horror Musical,Poultrygeist: Night of the Chicken Dead (2006),2006
65315,JussiNikkilä ReinoNordin JarkkoNiemi JenniBanerjee VilleKivelä,jukka-pekkasiili,pubic hair male pubic hair public nudity nudity,Drama,Young Gods (Hymypoika) (2003),2003
65350,nan,nan,nan,Adventure Crime Thriller,"General Died at Dawn, The (1936)",1936
65352,nan,nan,nan,Comedy Sci-Fi,"Have Rocket, Will Travel (1959)",1959
65357,FernandaMontenegro FernandaTorres RuyGuerra SeuJorge StênioGarcia,elenasoarez,1910s dunes goat slave,Drama,House of Sand (Casa de Areia) (2005),2005
65359,SebastianRoché ChrisGauthier JenniferCalvert EmilyHampshire MarkHildreth,sebastianroché,magic demon demonic possession apprentice mage,Adventure Drama Fantasy,Earthsea (Legend of Earthsea) (2004),2004
65370,RoyJefferson LeTari HaskellV.AndersonIII MikeThomas MickHodge,billberry,hixploitation ku klux klan violence vigilantism,Action Drama War,Brotherhood of Death (1976),1976
65381,nan,nan,nan,Western,Man with the Gun (1955),1955
65400,MichaelDudikoff DavidBradley JamesBooth DwayneAlexandre KenGampu,gideonamir,ninjutsu camp campy man tied up,Action,American Ninja 4: The Annihilation (1990),1990
65418,MichelleWilliams Lucy DavidKoppell MaxClement SidShanley,jonathanraymond,pantyhose crying hand to mouth car won't start,Drama,Wendy and Lucy (2008),2008
65435,JoelMcHale MikeEpps JaneKrakowski BillyConnolly CrispinGlover,toddwilderman,skunk cgi animation loyalty ritual,Adventure Animation Children Comedy,Open Season 2 (2008),2008
65465,DustinHoffman EmmaThompson EileenAtkins KathyBaker LianeBalaban,joelhopkins,wedding middle age romance quitting job dancing,Drama Romance,Last Chance Harvey (2008),2008
65468,nan,nan,nan,Western,Dallas (1950),1950
65514,DonnieYen SimonYam LynnXiong HiroyukiIkeuchi KaTungLam,edmondwong,martial arts wing chun kung fu murder,Action Drama War,Ip Man (2008),2008
65518,nan,nan,nan,Fantasy Horror Sci-Fi,"Dungeonmaster, The (1985)",1985
65521,nan,nan,nan,Horror,Howling V: The Rebirth (1989),1989
65538,JimBroadbent HughLaurie LyndseyMarshal BillNighy GeoffreyPalmer,davidyates,high society social climber 1890s lord,Comedy Romance,"Young Visiters, The (2003)",2003
65552,Jean-ClaudeVanDamme MichaelRooker CatherineDent BrandonJamesOlson PamHyatt,lawrenceriggins,genetic engineering serial killer clone evil twin,Action Sci-Fi Thriller,Replicant (2001),2001
65556,nan,nan,nan,Western,"Duel at Silver Creek, The (1952)",1952
65558,BobbyBarrios ChrisDaigle MatthewMarks LaurenThorton ClayUsie,edetbelzberg,u.s. army military,Documentary,"Recruiter, The (2008)",2008
65567,AnneHathaway PatrickWilson AndreBraugher DianneWiest DavidMorse,ronniechristensen,airplane crash survivor explosion afterlife,Drama Mystery Thriller,Passengers (2008),2008
65577,MatthewBroderick DustinHoffman EmmaWatson TraceyUllman KevinKline,robertstevenhagen,close up of eyes close up of lips close up of mouth close up of ear,Adventure Animation Children Comedy Fantasy,"Tale of Despereaux, The (2008)",2008
65585,KateHudson AnneHathaway BryanGreenberg ChrisPratt SteveHowey,gregdepaul,wedding best friend rivalry fake tan,Comedy Romance,Bride Wars (2009),2009
65588,NathanRice CarolRoscoe BrianS.Lewis ScottC.Brown ChristianDoyle,mattvancil,gamers gaming role playing game,Action Adventure Comedy Fantasy,"Gamers, The: Dorkness Rising (2008)",2008
65596,VincentCassel CéciledeFrance GérardDepardieu GillesLellouche RoyDupuis,jacquesmesrine,mesrine gangster prison prison escape,Action Crime Drama Thriller,Mesrine: Killer Instinct (L'instinct de mort) (2008),2008
65601,JensenAckles JaimeKing KerrSmith BetsyRue EdiGathegi,toddfarmer,female frontal nudity female rear nudity masked killer topless female nudity,Horror Thriller,My Bloody Valentine 3-D (2009),2009
65603,TakeshiKitano HirofumiArai TomokoTabata JoeOdagiri KyôkaSuzuki,yôichisai,female nudity male rear nudity male nudity male frontal nudity,Drama,Blood and Bones (Chi to hone) (2004),2004
65612,nan,nan,nan,Adventure Drama,Castaway (1986),1986
65614,nan,nan,nan,Drama Romance,Island in the Sun (1957),1957
65621,AlThompson KareemSavinon AnnyMariano RaynielRufino JarrettAlexander,ilyachaiken,nan,Drama,Liberty Kid (2007),2007
65629,RenseWestra PeterTuinman StevendeJong LeodeJong CynthiaAbma,stevendejong,nan,Drama War,"Fûke, De (2000)",2000
65631,AndréBenjamin JenniferCarpenter IsaachDeBankolé WoodyHarrelson MartinHenderson,stuarttownsend,world trade organization tear gas protest political unrest,Action Drama,Battle in Seattle (2007),2007
65633,JoshuaTickell BarbaraBoxer RichardBranson GeorgeW.Bush JimmyCarter,joshuatickell,oil green fuel energy,Documentary,Fuel (2008),2008
65642,KarraElejalde CandelaFernández BárbaraGoenaga NachoVigalondo JuanInciarte,nachovigalondo,time machine car crashing into a tree hair cutting ladder,Sci-Fi Thriller,"Timecrimes (Cronocrímenes, Los) (2007)",2007
65651,AmyAcker TomWisdom JohnRhys-Davies ArnoldVosloo RazvanVasilescu,michaelkonyves,sorcery kingdom dragon land,Adventure Fantasy,Fire and Ice (2008),2008
65660,HabibBoufares HafsiaHerzi FaridaBenkhetache AbdelhamidAktouche AliceHouri,abdellatifkechiche,neighborhood shipyard butt slap scrap metal,Drama,"Secret of the Grain, The (La graine et le mulet) (2007)",2007
65665,CampbellScott BlairBrown RoscoeLeeBrowne LisaGayHamilton JameySheridan,campbellscott,brother versus brother shakespeare's hamlet family relationships hand rises from the earth,Drama,Hamlet (2000),2000
65667,CraigAaronson ColinAbrahall Adri LorraineAli QuinnAllman,susandynner,band punk rock interview three word title,Documentary,Punk's Not Dead (2007),2007
65669,MichalZebrowski JanFrycz AgnieszkaGrochowska WaclawAdamczyk BorysSzyc,wojciechkuczok,falling in love emotional abuse beating based on story,Drama,"Streaks, The (Pregi) (2004)",2004
65672,MirjanaKaranovic LunaZimicMijovic LeonLucev KenanCatic JasnaBeri,jasmilazbanic,school trip sarajevo single mother money,Drama,Grbavica: The Land of My Dreams (Grbavica) (2006),2006
65682,MichaelSheen BillNighy RhonaMitra StevenMackintosh KevinGrevioux,dannymcbride,vampire slave werewolf prequel,Action Fantasy Horror Thriller,Underworld: Rise of the Lycans (2009),2009
65685,BrendanFraser SiennaGuillory ElizaBennett RichardStrange PaulBettany,davidlindsay-abaire,overalls minotaur character rapunzel character horror for children,Adventure Fantasy,Inkheart (2008),2008
65696,nan,nan,nan,Western,Gun the Man Down (1956),1956
65698,nan,nan,nan,Romance Western,Albuquerque (1948),1948
65702,DeanAcheson GeneralBergeret A.A.Berle ArnoBreker NevilleChamberlain,anatolelitvak,propaganda why we fight documentary series claim in title world war two,Documentary War,"War Comes to America (Why We Fight, 7) (1945)",1945
65709,JohnWaters,johnwaters,john waters gay reference social satire crude humor,Comedy Documentary,This Filthy World (2006),2006
65729,NaseeruddinShah GretaScacchi BrianCox StephenGreif OmPuri,carlaustin,police scotland yard investigation bombing,Crime Drama,Shoot on Sight (2007),2007
65731,ElizaDushku CaryElwes TimothyHutton TomMalloy MichaelIronside,tommalloy,seeing dead people schizophrenia based on true story running for your life,Crime Mystery Thriller,The Alphabet Killer (2008),2008
65738,RobertCarradine TedMcGinley CurtisArmstrong JuliaMontgomery GreggBinkley,timmetcalfe,female stockinged legs suntan pantyhose pantyhose third part,Comedy,Revenge of the Nerds III: The Next Generation (1992),1992
65740,RobertCarradine CurtisArmstrong JuliaMontgomery CorinneBohrer ChristinaPickles,timmetcalfe,blonde woman girl wears panties woman in a bathtub babe,Comedy Romance,Revenge of the Nerds IV: Nerds in Love (1994),1994
65762,nan,nan,nan,Comedy Romance,Soup to Nuts (1930),1930
65764,AlPacino JerryOrbach SusanFloyd EllenMcElduff MichelMoinot,iralewis,writer friendship doorman jealousy,Drama,Chinese Coffee (2000),2000
65770,JeremyGlazer ChadAllen DavidPetruzzi ArronShiver ColinJones,robertdesiderio,gay drugs sex conversion therapy,Drama,Save Me (2007),2007
65772,PaulWalker PiperPerabo BrooklynnProulx BobGunton LambertWilson,johnglenn,ex convict secret dallas texas prison,Drama Thriller,"Lazarus Project, The (2008)",2008
65780,nan,nan,nan,Drama,"Man, The (1972)",1972
65796,nan,nan,nan,Adventure Animation Fantasy Sci-Fi,Galaxy Express 999 (Ginga tetsudô Three-Nine) (1979),1979
65802,KevinJames KeirO'Donnell JaymaMays RainiRodriguez ShirleyKnight,kevinjames,mall cop reference to olivia newton john reference to scooby doo defenestration,Action Comedy Crime,Paul Blart: Mall Cop (2009),2009
65810,JamalWoolard MomoDione DerekLuke DennisL.A.White MarcJohnJefferies,georgetillmanjr.,biopic death gun shot to death,Drama Musical,Notorious (2009),2009
65813,OdetteAnnable GaryOldman CamGigandet MeaganGood IdrisElba,davids.goyer,ball gag implied nudity girls locker room white panties,Horror Mystery Thriller,"Unborn, The (2009)",2009
65817,RobertBoulter SianBreckin TomBurke NicholaBurley JulianMorris,ollyblackburn,male pubic hair male rear nudity male frontal nudity male nudity,Horror Thriller,Donkey Punch (2008),2008
65845,MaryElizabethWinstead TessaThompson RileySmith JohnReardon JulissaBermudez,duaneadler,upskirt scantily clad female sexy dance bare shoulders,Drama,Make It Happen (2008),2008
65866,nan,nan,nan,Crime Drama,Three Strangers (1946),1946
65868,AlexaPenaVega PaulSorvino AnthonyHead SarahBrightman ParisHilton,darrensmith,repossession future surgery opera,Fantasy Horror Musical,Repo! The Genetic Opera (2008),2008
65878,CarolineDhavernas FrankAdamson WayneNicklas NicoleBremault PaulJohansson,annewheeler,rape marital rape sexual abuse rough sex,Drama,Edge of Madness (2002),2002
65882,EmilyBrowning ArielleKebbel DavidStrathairn ElizabethBanks MayaMassar,thomasguard,daughter hates father's girlfriend vibrator nurse boathouse,Drama Horror Mystery Thriller,"Uninvited, The (2009)",2009
65894,GilAlma AureAtika FrançoisCreton GuillaumeDepardieu Sarah-LaureEstragnat,charlesburns,anthology film portmanteau film omnibus film collection of short films,Animation Horror,Fear[s] of the Dark (Peur[s] du noir) (2007),2007
65899,JonathanSilverman HelenSlater NicolasSurovy RobinBartlett JeremyPiven,richardlupoff,murder time loop trapped in a time loop alternate timeline,Comedy Romance Sci-Fi Thriller,12:01 (1993),1993
65907,ReinoNordin JuliusLavonen JuusoPekkinen JarkkoNiemi LilliAro,williamaldridge,view through rifle scope bare chested male male nudity finland,Crime Drama Thriller,Game Over (2005),2005
65909,DianaDumbrava HoratiuMalaele SerbanIonescu LuminitaGheorghiu RonaHartner,cãlinpeternetzer,nan,Drama,Maria (2003),2003
65930,nan,nan,nan,Western,"Big Stampede, The (1932)",1932
65932,nan,nan,nan,Romance Western,Blue (1968),1968
65935,PavelLiska VitaliBobrov JormaTommila EmiliaIkäheimo PauliPoranen,janforsström,silent protagonist abandoned house abusive father ambient music,Drama Mystery,"Visitor, The (Muukalainen) (2008)",2008
65939,HeikkiHela HeikkiSilvennoinen TimoKahilainen HeikkiVihinen MariTurunen,heikkihela,gold mental patient gay stereotype gay interest,Comedy,Kummeli Goldrush (Kummeli kultakuume) (1997),1997
65974,NastaranNasirzadeh,artohalonen,murder of a journalist murder ceo dissident,Documentary,Shadow of the Holy Book (Pyhän kirjan varjo) (2007),2007
65982,JimCaviezel SophiaMyles JackHuston JohnHurt CliffSaunders,dirkblackman,viking alien monster alien predator,Action Adventure Sci-Fi,Outlander (2008),2008
65984,nan,nan,nan,Comedy Western,Belle of the Nineties (1934),1934
65986,nan,nan,nan,Western,Branded (1950),1950
66006,nan,nan,nan,Drama War,Beachhead (1954),1954
66008,KittydeHoyos AngélicaMaría PilarSouza LuisBayardo MarioGarcíaGonzález,sergiovéjar,sacrifice poverty neighborhood melodrama,Drama,"Signos del zodiaco, Los (1964)",1964
66015,PaulGross MichaelGreyeyes JamesKot JesseFrechette RainerKahl,paulgross,battle veteran canadian armed forces canadian soldier,Action Drama Romance War,Passchendaele (2008),2008
66019,nan,nan,nan,Documentary,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die) (1974)",1974
66025,WillemDafoe BobHoskins MatthewModine AsiaArgento RiccardoScamarcio,abelferrara,stripper strip club pole dancing nightclub,Comedy Drama,Go Go Tales (2007),2007
66036,JoelyRichardson ClaireBloom AdrienneShelly AleksaPalladino NicoleBradin,laurieweltz,period piece carousel,Drama,Wrestling with Alligators (1998),1998
66051,nan,nan,nan,Romance Western,"Badlanders, The (1958)",1958
66053,nan,nan,nan,Drama Mystery,Black Widow (1954),1954
66057,NicolletteSheridan JohnRitter SonjaSmits DonnaPescow AmyYasbeck,paulshapiro,murder mystery,Comedy Drama Romance,Dead Husbands (1998),1998
66059,JormaTommila TommiEronen MariaJärvenhelmi ElmeriKarlsson RaunoJuvonen,ollisaarela,ex convict jail parent child relationship suicide,Crime Drama,Bad Luck Love (2000),2000
66066,MatthewKnight ShawneeSmith MikeStraub AikoHoriuchi ShimbaTsuchiya,takashishimizu,curse sequel father murders son demonic possession,Horror,"Grudge 3, The (2009)",2009
66068,JamesWoods MercedesRuehl LolitaDavidovich SadaThompson HenryThomas,mickjackson,children child molestation trial school,Drama Thriller,Indictment: The McMartin Trial (1995),1995
66090,KellyReilly MichaelFassbender TaraEllis JackO'Connell FinnAtkins,jameswatkins,lake forest camping husband wife relationship,Horror Thriller,Eden Lake (2008),2008
66092,RobertX.Cringely DouglasAdams SamAlbert PaulG.Allen BillAtkinson,robertx.cringely,computer equipment personal computer nerd industry,Documentary,"Triumph of the Nerds, The: The Rise of Accidental Empires (1996)",1996
66097,DakotaFanning TeriHatcher JenniferSaunders DawnFrench KeithDavid,henryselick,parallel worlds button eyes character name as title one word title,Animation Fantasy Thriller,Coraline (2009),2009
66105,nan,nan,nan,Horror,"Psychomania (Death Wheelers, The) (1973)",1973
66118,nan,nan,nan,Documentary,Point of Order (1964),1964
66130,JeeJaYanin HiroshiAbe PongpatWachirabunjong TaphonPhopwandee AmmaraSiripong,napalee,watching tv pay phone strong female lead strong female character,Action Drama,Chocolate (2008),2008
66140,AmberTamblyn AidanGillen ArmieHammer KatieStuart MabelRivera,eddougherty,man carries a woman man murders a woman man punches a woman elevator,Horror Thriller,Blackout (2007),2007
66152,nan,nan,nan,Comedy Horror Sci-Fi,TerrorVision (1986),1986
66156,BrianCox DamianLewis JosephFiennes SeuJorge LiamCunningham,rupertwyatt,escape prison prison rape chapel,Thriller,"Escapist, The (2008)",2008
66171,ColinFord JoelGretsch DjimonHounsou DakotaFanning RobertTsonos,davidbourla,teenage girl mini skirt hong kong future,Sci-Fi Thriller,Push (2009),2009
66198,CliveOwen NaomiWatts ArminMueller-Stahl UlrichThomsen BríanF.O'Byrne,ericwarrensinger,money laundering post punk bank interpol,Drama Thriller,"International, The (2009)",2009
66200,JoaquinPhoenix AnneJoyce ElliotVillar CraigWalker CarmenM.Herlihy,jamesgray,cell phone neighbor photograph married man,Drama Romance,Two Lovers (2008),2008
